337, 1000121, 1000147, 1000173, 1000199, 103.0, 111.0, 113.0, 115.0, 
338, 1000122, 1000148, 1000174, 1000200, 104.0, 112.0, 114.0, 116.0, 
339, 1000123, 1000149, 1000175, 1000201, 105.0, 113.0, 115.0, 117.0, 
340, 1000124, 1000150, 1000176, 1000202, 106.0, 114.0, 116.0, 118.0, 
341, 1000125, 1000151, 1000177, 1000203, 107.0, 115.0, 117.0, 119.0, 
342, 1000126, 1000152, 1000178, 1000204, 120.0, 116.0, 118.0, 120.0, 
343, 1000127, 1000153, 1000179, 1000205, 121.0, 129.0, 119.0, 121.0, 
344, 1000128, 1000154, 1000180, 1000206, 122.0, 130.0, 132.0, 122.0, 
345, 1000129, 1000155, 1000181, 1000207, 123.0, 131.0, 133.0, 135.0, 
346, 1000130, 1000156, 1000182, 1000208, 124.0, 132.0, 134.0, 136.0, 
347, 1000131, 1000157, 1000183, 1000209, 125.0, 133.0, 135.0, 137.0, 
348, 1000132, 1000158, 1000184, 1000210, 126.0, 134.0, 136.0, 138.0, 
349, 1000133, 1000159, 1000185, 1000211, 127.0, 135.0, 137.0, 139.0, 
350, 1000134, 1000160, 1000186, 1000212, 128.0, 136.0, 138.0, 140.0, 
351, 1000108, 1000161, 1000187, 1000213, 96.0, 137.0, 139.0, 141.0, 
352, 1000109, 1000135, 1000188, 1000214, 97.0,  , 140.0, 142.0, 
353, 1000110, 1000136, 1000162, 1000215, 98.0,  ,  , 143.0, 
354, 1000111, 1000137, 1000163, 1000189, 99.0,  ,  ,  , 
355, 1000112, 1000138, 1000164, 1000190, 100.0,  ,  ,  , 
356, 1000113, 1000139, 1000165, 1000191, 101.0,  ,  ,  , 
357, 1000114, 1000140, 1000166, 1000192, 102.0,  ,  ,  , 
358, 1000115, 1000141, 1000167, 1000193, 103.0,  ,  ,  , 
359, 1000116, 1000142, 1000168, 1000194, 104.0,  ,  ,  , 
360, 1000117, 1000143, 1000169, 1000195, 117.0,  ,  ,  , 
361, 1000118, 1000144, 1000170, 1000196, 118.0,  ,  ,  , 
362, 1000119, 1000145, 1000171, 1000197, 119.0,  ,  ,  , 
363, 1000120, 1000146, 1000172, 1000198, 120.0,  ,  ,  , 
364, 1000121, 1000147, 1000173, 1000199, 121.0,  ,  ,  , 
365, 1000122, 1000148, 1000174, 1000200, 122.0,  ,  ,  , 
366, 1000123, 1000149, 1000175, 1000201, 123.0,  ,  ,  , 
367, 1000124, 1000150, 1000176, 1000202, 124.0,  ,  ,  , 
368, 1000125, 1000151, 1000177, 1000203, 125.0,  ,  ,  , 
369, 1000126, 1000152, 1000178, 1000204, 138.0,  ,  ,  , 
370, 1000127, 1000153, 1000179, 1000205, 139.0,  ,  ,  , 
371, 1000128, 1000154, 1000180, 1000206, 140.0,  ,  ,  , 
372, 1000129, 1000155, 1000181, 1000207, 141.0,  ,  ,  , 
373, 1000130, 1000156, 1000182, 1000208, 142.0,  ,  ,  , 
374, 1000131, 1000157, 1000183, 1000209, 143.0,  ,  ,  , 
375, 1000132, 1000158, 1000184, 1000210, 144.0,  ,  ,  , 
376, 1000133, 1000159, 1000185, 1000211, 145.0,  ,  ,  , 
377, 1000134, 1000160, 1000186, 1000212, 146.0,  ,  ,  , 
378,  , 1000161, 1000187, 1000213, 
379,  ,  , 1000188, 1000214, 
380,  ,  ,  , 1000215, 
